Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
610B0_S23_L001_R2_001	(2.0, 4.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 47.0)	(13.0, 102.0)	(14.0, 70.0)	(15.0, 33.0)	(16.0, 29.0)	(17.0, 52.0)	(18.0, 100.0)	(19.0, 99.0)	(20.0, 140.0)	(21.0, 211.0)	(22.0, 264.0)	(23.0, 341.0)	(24.0, 377.0)	(25.0, 510.0)	(26.0, 662.0)	(27.0, 871.0)	(28.0, 1211.0)	(29.0, 1460.0)	(30.0, 2056.0)	(31.0, 2727.0)	(32.0, 3611.0)	(33.0, 4573.0)	(34.0, 4173.0)	(35.0, 1894.0)	(36.0, 153.0)	(37.0, 4.0)
610B14_S24_L001_R1_001	(19.0, 10.0)	(20.0, 16.0)	(21.0, 27.0)	(22.0, 53.0)	(23.0, 65.0)	(24.0, 94.0)	(25.0, 121.0)	(26.0, 119.0)	(27.0, 180.0)	(28.0, 223.0)	(29.0, 319.0)	(30.0, 363.0)	(31.0, 465.0)	(32.0, 684.0)	(33.0, 906.0)	(34.0, 1308.0)	(35.0, 2221.0)	(36.0, 4620.0)	(37.0, 8788.0)																	
610B14_S24_L001_R2_001	(11.0, 5.0)	(12.0, 31.0)	(13.0, 105.0)	(14.0, 63.0)	(15.0, 36.0)	(16.0, 49.0)	(17.0, 67.0)	(18.0, 100.0)	(19.0, 116.0)	(20.0, 181.0)	(21.0, 196.0)	(22.0, 279.0)	(23.0, 311.0)	(24.0, 433.0)	(25.0, 500.0)	(26.0, 599.0)	(27.0, 754.0)	(28.0, 1008.0)	(29.0, 1349.0)	(30.0, 1797.0)	(31.0, 2303.0)	(32.0, 2964.0)	(33.0, 3338.0)	(34.0, 2756.0)	(35.0, 1169.0)	(36.0, 71.0)	(37.0, 2.0)									
612A0_S41_L001_R1_001	(2.0, 2.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 2.0)	(20.0, 7.0)	(21.0, 13.0)	(22.0, 28.0)	(23.0, 39.0)	(24.0, 33.0)	(25.0, 53.0)	(26.0, 64.0)	(27.0, 61.0)	(28.0, 93.0)	(29.0, 116.0)	(30.0, 160.0)	(31.0, 195.0)	(32.0, 310.0)	(33.0, 406.0)	(34.0, 572.0)	(35.0, 972.0)	(36.0, 1990.0)	(37.0, 4672.0)
612A0_S41_L001_R2_001	(2.0, 2.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 14.0)	(13.0, 76.0)	(14.0, 45.0)	(15.0, 32.0)	(16.0, 21.0)	(17.0, 20.0)	(18.0, 28.0)	(19.0, 38.0)	(20.0, 45.0)	(21.0, 71.0)	(22.0, 71.0)	(23.0, 90.0)	(24.0, 141.0)	(25.0, 170.0)	(26.0, 195.0)	(27.0, 273.0)	(28.0, 360.0)	(29.0, 490.0)	(30.0, 664.0)	(31.0, 892.0)	(32.0, 1174.0)	(33.0, 1742.0)	(34.0, 1994.0)	(35.0, 1028.0)	(36.0, 112.0)	(37.0, 1.0)
612A14_S42_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 3.0)	(19.0, 3.0)	(20.0, 15.0)	(21.0, 45.0)	(22.0, 68.0)	(23.0, 91.0)	(24.0, 130.0)	(25.0, 154.0)	(26.0, 214.0)	(27.0, 293.0)	(28.0, 318.0)	(29.0, 437.0)	(30.0, 507.0)	(31.0, 706.0)	(32.0, 988.0)	(33.0, 1358.0)	(34.0, 1969.0)	(35.0, 3240.0)	(36.0, 6879.0)	(37.0, 15680.0)
612A14_S42_L001_R2_001	(12.0, 28.0)	(13.0, 134.0)	(14.0, 120.0)	(15.0, 61.0)	(16.0, 53.0)	(17.0, 62.0)	(18.0, 76.0)	(19.0, 127.0)	(20.0, 143.0)	(21.0, 202.0)	(22.0, 298.0)	(23.0, 304.0)	(24.0, 376.0)	(25.0, 481.0)	(26.0, 654.0)	(27.0, 827.0)	(28.0, 1162.0)	(29.0, 1500.0)	(30.0, 2018.0)	(31.0, 2893.0)	(32.0, 4198.0)	(33.0, 5636.0)	(34.0, 6869.0)	(35.0, 4376.0)	(36.0, 500.0)	(37.0, 1.0)										
612B0_S43_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 0.0)	(19.0, 4.0)	(20.0, 8.0)	(21.0, 31.0)	(22.0, 65.0)	(23.0, 83.0)	(24.0, 122.0)	(25.0, 119.0)	(26.0, 188.0)	(27.0, 233.0)	(28.0, 297.0)	(29.0, 353.0)	(30.0, 458.0)	(31.0, 578.0)	(32.0, 782.0)	(33.0, 1205.0)	(34.0, 1678.0)	(35.0, 2902.0)	(36.0, 5885.0)	(37.0, 12687.0)
612B0_S43_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 2.0)	(12.0, 32.0)	(13.0, 132.0)	(14.0, 108.0)	(15.0, 63.0)	(16.0, 38.0)	(17.0, 63.0)	(18.0, 68.0)	(19.0, 103.0)	(20.0, 127.0)	(21.0, 223.0)	(22.0, 228.0)	(23.0, 290.0)	(24.0, 376.0)	(25.0, 444.0)	(26.0, 548.0)	(27.0, 839.0)	(28.0, 1066.0)	(29.0, 1476.0)	(30.0, 2005.0)	(31.0, 2632.0)	(32.0, 3648.0)	(33.0, 4917.0)	(34.0, 5242.0)	(35.0, 2753.0)	(36.0, 252.0)	(37.0, 4.0)
612B14_S44_L001_R1_001	(16.0, 1.0)	(17.0, 2.0)	(18.0, 1.0)	(19.0, 7.0)	(20.0, 9.0)	(21.0, 39.0)	(22.0, 76.0)	(23.0, 114.0)	(24.0, 146.0)	(25.0, 165.0)	(26.0, 203.0)	(27.0, 265.0)	(28.0, 337.0)	(29.0, 395.0)	(30.0, 504.0)	(31.0, 679.0)	(32.0, 911.0)	(33.0, 1247.0)	(34.0, 1959.0)	(35.0, 3154.0)	(36.0, 6729.0)	(37.0, 14362.0)														
612B14_S44_L001_R2_001	(11.0, 2.0)	(12.0, 44.0)	(13.0, 157.0)	(14.0, 116.0)	(15.0, 66.0)	(16.0, 42.0)	(17.0, 65.0)	(18.0, 105.0)	(19.0, 137.0)	(20.0, 187.0)	(21.0, 219.0)	(22.0, 279.0)	(23.0, 359.0)	(24.0, 464.0)	(25.0, 580.0)	(26.0, 744.0)	(27.0, 941.0)	(28.0, 1202.0)	(29.0, 1627.0)	(30.0, 2278.0)	(31.0, 3059.0)	(32.0, 4229.0)	(33.0, 5577.0)	(34.0, 5821.0)	(35.0, 2764.0)	(36.0, 236.0)	(37.0, 5.0)									
613A0_S49_L001_R1_001	(2.0, 4.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 1.0)	(18.0, 3.0)	(19.0, 12.0)	(20.0, 20.0)	(21.0, 62.0)	(22.0, 146.0)	(23.0, 198.0)	(24.0, 234.0)	(25.0, 278.0)	(26.0, 311.0)	(27.0, 395.0)	(28.0, 526.0)	(29.0, 641.0)	(30.0, 815.0)	(31.0, 1061.0)	(32.0, 1457.0)	(33.0, 2134.0)	(34.0, 3062.0)	(35.0, 5265.0)	(36.0, 10978.0)	(37.0, 24237.0)
613A0_S49_L001_R2_001	(2.0, 4.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 7.0)	(12.0, 91.0)	(13.0, 217.0)	(14.0, 167.0)	(15.0, 85.0)	(16.0, 85.0)	(17.0, 124.0)	(18.0, 150.0)	(19.0, 214.0)	(20.0, 279.0)	(21.0, 388.0)	(22.0, 408.0)	(23.0, 547.0)	(24.0, 692.0)	(25.0, 873.0)	(26.0, 1203.0)	(27.0, 1526.0)	(28.0, 2032.0)	(29.0, 2744.0)	(30.0, 3616.0)	(31.0, 5051.0)	(32.0, 6977.0)	(33.0, 9030.0)	(34.0, 9607.0)	(35.0, 5219.0)	(36.0, 499.0)	(37.0, 6.0)
613A14_S50_L001_R1_001	(17.0, 1.0)	(18.0, 6.0)	(19.0, 12.0)	(20.0, 17.0)	(21.0, 41.0)	(22.0, 104.0)	(23.0, 159.0)	(24.0, 148.0)	(25.0, 170.0)	(26.0, 235.0)	(27.0, 258.0)	(28.0, 313.0)	(29.0, 426.0)	(30.0, 547.0)	(31.0, 798.0)	(32.0, 1030.0)	(33.0, 1423.0)	(34.0, 2186.0)	(35.0, 3491.0)	(36.0, 7449.0)	(37.0, 15923.0)															
613A14_S50_L001_R2_001	(11.0, 3.0)	(12.0, 54.0)	(13.0, 192.0)	(14.0, 110.0)	(15.0, 73.0)	(16.0, 53.0)	(17.0, 60.0)	(18.0, 90.0)	(19.0, 119.0)	(20.0, 144.0)	(21.0, 176.0)	(22.0, 281.0)	(23.0, 365.0)	(24.0, 449.0)	(25.0, 596.0)	(26.0, 767.0)	(27.0, 1017.0)	(28.0, 1372.0)	(29.0, 1863.0)	(30.0, 2420.0)	(31.0, 3337.0)	(32.0, 4582.0)	(33.0, 5931.0)	(34.0, 6488.0)	(35.0, 3773.0)	(36.0, 411.0)	(37.0, 11.0)									
613B0_S51_L001_R1_001	(2.0, 4.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 3.0)	(19.0, 9.0)	(20.0, 21.0)	(21.0, 45.0)	(22.0, 70.0)	(23.0, 136.0)	(24.0, 127.0)	(25.0, 175.0)	(26.0, 238.0)	(27.0, 267.0)	(28.0, 333.0)	(29.0, 434.0)	(30.0, 604.0)	(31.0, 720.0)	(32.0, 982.0)	(33.0, 1331.0)	(34.0, 2008.0)	(35.0, 3482.0)	(36.0, 7305.0)	(37.0, 15626.0)
613B0_S51_L001_R2_001	(2.0, 3.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 5.0)	(12.0, 49.0)	(13.0, 176.0)	(14.0, 118.0)	(15.0, 55.0)	(16.0, 50.0)	(17.0, 66.0)	(18.0, 93.0)	(19.0, 124.0)	(20.0, 159.0)	(21.0, 228.0)	(22.0, 253.0)	(23.0, 314.0)	(24.0, 419.0)	(25.0, 569.0)	(26.0, 726.0)	(27.0, 1002.0)	(28.0, 1312.0)	(29.0, 1701.0)	(30.0, 2451.0)	(31.0, 3426.0)	(32.0, 4632.0)	(33.0, 6006.0)	(34.0, 6364.0)	(35.0, 3292.0)	(36.0, 316.0)	(37.0, 11.0)
613B14_S52_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 4.0)	(19.0, 11.0)	(20.0, 18.0)	(21.0, 33.0)	(22.0, 83.0)	(23.0, 139.0)	(24.0, 141.0)	(25.0, 158.0)	(26.0, 209.0)	(27.0, 248.0)	(28.0, 300.0)	(29.0, 404.0)	(30.0, 504.0)	(31.0, 650.0)	(32.0, 901.0)	(33.0, 1338.0)	(34.0, 1916.0)	(35.0, 3073.0)	(36.0, 6714.0)	(37.0, 14408.0)
613B14_S52_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 4.0)	(12.0, 68.0)	(13.0, 155.0)	(14.0, 93.0)	(15.0, 69.0)	(16.0, 73.0)	(17.0, 73.0)	(18.0, 87.0)	(19.0, 144.0)	(20.0, 169.0)	(21.0, 240.0)	(22.0, 284.0)	(23.0, 400.0)	(24.0, 475.0)	(25.0, 620.0)	(26.0, 764.0)	(27.0, 1004.0)	(28.0, 1376.0)	(29.0, 1836.0)	(30.0, 2566.0)	(31.0, 3354.0)	(32.0, 4508.0)	(33.0, 5498.0)	(34.0, 5101.0)	(35.0, 2134.0)	(36.0, 150.0)	(37.0, 8.0)
615A0_S37_L001_R1_001	(2.0, 4.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 5.0)	(20.0, 27.0)	(21.0, 35.0)	(22.0, 89.0)	(23.0, 154.0)	(24.0, 187.0)	(25.0, 249.0)	(26.0, 273.0)	(27.0, 341.0)	(28.0, 411.0)	(29.0, 581.0)	(30.0, 750.0)	(31.0, 984.0)	(32.0, 1222.0)	(33.0, 1821.0)	(34.0, 2763.0)	(35.0, 4596.0)	(36.0, 9739.0)	(37.0, 18055.0)
615A0_S37_L001_R2_001	(2.0, 4.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 2.0)	(12.0, 58.0)	(13.0, 192.0)	(14.0, 130.0)	(15.0, 77.0)	(16.0, 77.0)	(17.0, 114.0)	(18.0, 140.0)	(19.0, 208.0)	(20.0, 294.0)	(21.0, 358.0)	(22.0, 514.0)	(23.0, 601.0)	(24.0, 803.0)	(25.0, 1067.0)	(26.0, 1385.0)	(27.0, 1837.0)	(28.0, 2451.0)	(29.0, 3281.0)	(30.0, 4092.0)	(31.0, 5107.0)	(32.0, 6069.0)	(33.0, 6378.0)	(34.0, 4959.0)	(35.0, 1942.0)	(36.0, 141.0)	(37.0, 7.0)
615A14_S38_L001_R1_001	(2.0, 2.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 3.0)	(19.0, 11.0)	(20.0, 18.0)	(21.0, 48.0)	(22.0, 96.0)	(23.0, 160.0)	(24.0, 190.0)	(25.0, 219.0)	(26.0, 270.0)	(27.0, 316.0)	(28.0, 416.0)	(29.0, 507.0)	(30.0, 643.0)	(31.0, 893.0)	(32.0, 1190.0)	(33.0, 1709.0)	(34.0, 2437.0)	(35.0, 4155.0)	(36.0, 8498.0)	(37.0, 13851.0)
615A14_S38_L001_R2_001	(2.0, 2.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 5.0)	(12.0, 46.0)	(13.0, 149.0)	(14.0, 106.0)	(15.0, 47.0)	(16.0, 49.0)	(17.0, 68.0)	(18.0, 90.0)	(19.0, 121.0)	(20.0, 189.0)	(21.0, 242.0)	(22.0, 284.0)	(23.0, 372.0)	(24.0, 486.0)	(25.0, 715.0)	(26.0, 925.0)	(27.0, 1273.0)	(28.0, 1715.0)	(29.0, 2270.0)	(30.0, 3089.0)	(31.0, 4079.0)	(32.0, 4927.0)	(33.0, 5634.0)	(34.0, 5644.0)	(35.0, 2863.0)	(36.0, 237.0)	(37.0, 6.0)
615B0_S39_L001_R1_001	(17.0, 2.0)	(18.0, 5.0)	(19.0, 9.0)	(20.0, 21.0)	(21.0, 60.0)	(22.0, 130.0)	(23.0, 178.0)	(24.0, 210.0)	(25.0, 276.0)	(26.0, 325.0)	(27.0, 427.0)	(28.0, 547.0)	(29.0, 681.0)	(30.0, 855.0)	(31.0, 1206.0)	(32.0, 1486.0)	(33.0, 2113.0)	(34.0, 2967.0)	(35.0, 4597.0)	(36.0, 8492.0)	(37.0, 10432.0)															
615B0_S39_L001_R2_001	(11.0, 3.0)	(12.0, 61.0)	(13.0, 150.0)	(14.0, 106.0)	(15.0, 44.0)	(16.0, 42.0)	(17.0, 63.0)	(18.0, 80.0)	(19.0, 109.0)	(20.0, 142.0)	(21.0, 182.0)	(22.0, 231.0)	(23.0, 407.0)	(24.0, 507.0)	(25.0, 653.0)	(26.0, 969.0)	(27.0, 1331.0)	(28.0, 1815.0)	(29.0, 2549.0)	(30.0, 3414.0)	(31.0, 4641.0)	(32.0, 5572.0)	(33.0, 5687.0)	(34.0, 4316.0)	(35.0, 1795.0)	(36.0, 146.0)	(37.0, 4.0)									
615B14_S40_L001_R1_001	(2.0, 3.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 2.0)	(20.0, 2.0)	(21.0, 15.0)	(22.0, 33.0)	(23.0, 51.0)	(24.0, 50.0)	(25.0, 83.0)	(26.0, 79.0)	(27.0, 97.0)	(28.0, 132.0)	(29.0, 160.0)	(30.0, 211.0)	(31.0, 284.0)	(32.0, 350.0)	(33.0, 497.0)	(34.0, 753.0)	(35.0, 1164.0)	(36.0, 2218.0)	(37.0, 2745.0)
615B14_S40_L001_R2_001	(2.0, 3.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 1.0)	(12.0, 18.0)	(13.0, 44.0)	(14.0, 30.0)	(15.0, 17.0)	(16.0, 18.0)	(17.0, 26.0)	(18.0, 29.0)	(19.0, 36.0)	(20.0, 68.0)	(21.0, 99.0)	(22.0, 105.0)	(23.0, 134.0)	(24.0, 138.0)	(25.0, 210.0)	(26.0, 328.0)	(27.0, 377.0)	(28.0, 474.0)	(29.0, 614.0)	(30.0, 867.0)	(31.0, 1121.0)	(32.0, 1388.0)	(33.0, 1458.0)	(34.0, 1016.0)	(35.0, 294.0)	(36.0, 14.0)	(37.0, 1.0)
621A0_S57_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 0.0)	(18.0, 6.0)	(19.0, 12.0)	(20.0, 21.0)	(21.0, 71.0)	(22.0, 162.0)	(23.0, 201.0)	(24.0, 248.0)	(25.0, 300.0)	(26.0, 349.0)	(27.0, 388.0)	(28.0, 551.0)	(29.0, 677.0)	(30.0, 866.0)	(31.0, 1174.0)	(32.0, 1588.0)	(33.0, 2181.0)	(34.0, 3121.0)	(35.0, 4940.0)	(36.0, 9217.0)	(37.0, 10977.0)
621A0_S57_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 1.0)	(12.0, 43.0)	(13.0, 183.0)	(14.0, 143.0)	(15.0, 61.0)	(16.0, 55.0)	(17.0, 76.0)	(18.0, 88.0)	(19.0, 143.0)	(20.0, 166.0)	(21.0, 216.0)	(22.0, 319.0)	(23.0, 415.0)	(24.0, 578.0)	(25.0, 810.0)	(26.0, 1033.0)	(27.0, 1433.0)	(28.0, 1969.0)	(29.0, 2599.0)	(30.0, 3615.0)	(31.0, 4818.0)	(32.0, 5829.0)	(33.0, 5759.0)	(34.0, 4498.0)	(35.0, 1994.0)	(36.0, 200.0)	(37.0, 6.0)
621A14_S58_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 2.0)	(17.0, 0.0)	(18.0, 3.0)	(19.0, 11.0)	(20.0, 17.0)	(21.0, 40.0)	(22.0, 81.0)	(23.0, 110.0)	(24.0, 154.0)	(25.0, 210.0)	(26.0, 229.0)	(27.0, 294.0)	(28.0, 349.0)	(29.0, 449.0)	(30.0, 549.0)	(31.0, 768.0)	(32.0, 1039.0)	(33.0, 1386.0)	(34.0, 2093.0)	(35.0, 3444.0)	(36.0, 7465.0)	(37.0, 14358.0)
621A14_S58_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 4.0)	(12.0, 55.0)	(13.0, 159.0)	(14.0, 121.0)	(15.0, 57.0)	(16.0, 54.0)	(17.0, 55.0)	(18.0, 70.0)	(19.0, 124.0)	(20.0, 156.0)	(21.0, 211.0)	(22.0, 220.0)	(23.0, 320.0)	(24.0, 390.0)	(25.0, 545.0)	(26.0, 701.0)	(27.0, 936.0)	(28.0, 1219.0)	(29.0, 1691.0)	(30.0, 2313.0)	(31.0, 3182.0)	(32.0, 4312.0)	(33.0, 5644.0)	(34.0, 6310.0)	(35.0, 3760.0)	(36.0, 433.0)	(37.0, 10.0)
621B0_S59_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 2.0)	(18.0, 3.0)	(19.0, 8.0)	(20.0, 14.0)	(21.0, 43.0)	(22.0, 80.0)	(23.0, 140.0)	(24.0, 130.0)	(25.0, 164.0)	(26.0, 191.0)	(27.0, 248.0)	(28.0, 347.0)	(29.0, 453.0)	(30.0, 529.0)	(31.0, 769.0)	(32.0, 1005.0)	(33.0, 1389.0)	(34.0, 2034.0)	(35.0, 3317.0)	(36.0, 7089.0)	(37.0, 14712.0)
621B0_S59_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 8.0)	(12.0, 43.0)	(13.0, 162.0)	(14.0, 105.0)	(15.0, 53.0)	(16.0, 50.0)	(17.0, 65.0)	(18.0, 79.0)	(19.0, 143.0)	(20.0, 174.0)	(21.0, 212.0)	(22.0, 285.0)	(23.0, 352.0)	(24.0, 436.0)	(25.0, 626.0)	(26.0, 790.0)	(27.0, 1048.0)	(28.0, 1322.0)	(29.0, 1821.0)	(30.0, 2388.0)	(31.0, 3422.0)	(32.0, 4408.0)	(33.0, 5553.0)	(34.0, 5763.0)	(35.0, 3091.0)	(36.0, 263.0)	(37.0, 5.0)
621B14_S60_L001_R1_001	(18.0, 3.0)	(19.0, 12.0)	(20.0, 22.0)	(21.0, 38.0)	(22.0, 142.0)	(23.0, 193.0)	(24.0, 213.0)	(25.0, 241.0)	(26.0, 274.0)	(27.0, 328.0)	(28.0, 377.0)	(29.0, 442.0)	(30.0, 576.0)	(31.0, 821.0)	(32.0, 1115.0)	(33.0, 1582.0)	(34.0, 2328.0)	(35.0, 3801.0)	(36.0, 7737.0)	(37.0, 11695.0)																
621B14_S60_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 5.0)	(12.0, 40.0)	(13.0, 169.0)	(14.0, 93.0)	(15.0, 72.0)	(16.0, 61.0)	(17.0, 71.0)	(18.0, 105.0)	(19.0, 150.0)	(20.0, 225.0)	(21.0, 253.0)	(22.0, 342.0)	(23.0, 424.0)	(24.0, 538.0)	(25.0, 718.0)	(26.0, 985.0)	(27.0, 1294.0)	(28.0, 1732.0)	(29.0, 2287.0)	(30.0, 3057.0)	(31.0, 3967.0)	(32.0, 4734.0)	(33.0, 4887.0)	(34.0, 3983.0)	(35.0, 1621.0)	(36.0, 119.0)	(37.0, 7.0)
622A0_S61_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 4.0)	(19.0, 8.0)	(20.0, 25.0)	(21.0, 32.0)	(22.0, 91.0)	(23.0, 137.0)	(24.0, 185.0)	(25.0, 192.0)	(26.0, 270.0)	(27.0, 298.0)	(28.0, 407.0)	(29.0, 487.0)	(30.0, 690.0)	(31.0, 854.0)	(32.0, 1119.0)	(33.0, 1555.0)	(34.0, 2429.0)	(35.0, 4024.0)	(36.0, 8421.0)	(37.0, 18414.0)
