Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
613A14_S50_L001_R1_001	(1.0, 5.13285545671762)	(2.0, 1.6236289835046203)	(3.0, 1.1399948182053719)	(4.0, 0.7830267438178311)	(5.0, 0.5901488326568213)	(6.0, 0.5009068140599361)	(7.0, 0.4231798946368426)	(8.0, 0.5527247603419985)	(9.0, 0.28499870455134296)	('>10', 6.721939142700867)	('>50', 5.679822667472723)	('>100', 20.28960474422086)	('>500', 5.728761838961338)	('>1k', 50.54840659815183)	('>5k', 0.0)	('>10k+', 0.0)
613A14_S50_L001_R2_001	(1.0, 7.602844229495926)	(2.0, 1.6696893801997867)	(3.0, 0.8981777355557474)	(4.0, 0.6678757520799148)	(5.0, 0.3310591012465095)	(6.0, 0.3281803264530616)	(7.0, 0.44333131819097793)	(8.0, 0.25333218182341594)	(9.0, 0.3627256239744365)	('>10', 2.421049601289691)	('>50', 3.460287301724386)	('>100', 12.243429196533954)	('>500', 10.372225580792813)	('>1k', 58.94579267063938)	('>5k', 0.0)	('>10k+', 0.0)
613B0_S51_L001_R1_001	(1.0, 4.967570754716981)	(2.0, 1.8278301886792452)	(3.0, 0.9375)	(4.0, 0.6485849056603774)	(5.0, 0.5159198113207547)	(6.0, 0.49528301886792453)	(7.0, 0.41273584905660377)	(8.0, 0.4009433962264151)	(9.0, 0.5306603773584906)	('>10', 9.23054245283019)	('>50', 7.7004716981132075)	('>100', 14.469339622641508)	('>500', 1.8219339622641508)	('>1k', 39.6875)	('>5k', 16.35318396226415)	('>10k+', 0.0)
613B0_S51_L001_R2_001	(1.0, 7.47936320754717)	(2.0, 1.5683962264150944)	(3.0, 0.9905660377358491)	(4.0, 0.5660377358490566)	(5.0, 0.36851415094339623)	(6.0, 0.24764150943396226)	(7.0, 0.43337264150943394)	(8.0, 0.16509433962264153)	(9.0, 0.2653301886792453)	('>10', 3.9799528301886795)	('>50', 3.8354952830188678)	('>100', 9.466391509433961)	('>500', 10.866745283018869)	('>1k', 59.767099056603776)	('>5k', 0.0)	('>10k+', 0.0)
613B14_S52_L001_R1_001	(1.0, 4.850579125871889)	(2.0, 1.5486017789722915)	(3.0, 0.8542906507966981)	(4.0, 0.7679017085813016)	(5.0, 0.44794266333909255)	(6.0, 0.34555576886158573)	(7.0, 0.6271197286747296)	(8.0, 0.48633774876815766)	(9.0, 0.3743520829333845)	('>10', 6.197606706341588)	('>50', 6.341588276700582)	('>100', 16.36270557368657)	('>500', 5.144941447494721)	('>1k', 39.505343316055544)	('>5k', 16.145133422921866)	('>10k+', 0.0)
613B14_S52_L001_R2_001	(1.0, 7.759006847123569)	(2.0, 1.663787035259487)	(3.0, 0.8830869648684968)	(4.0, 0.6655148141037948)	(5.0, 0.3839508542906508)	(6.0, 0.4031483970051834)	(7.0, 0.17917706533563704)	(8.0, 0.3583541306712741)	(9.0, 0.2303705125743905)	('>10', 2.665258846867601)	('>50', 3.1100019197542714)	('>100', 13.982210277084533)	('>500', 4.767389774108914)	('>1k', 62.9487425609522)	('>5k', 0.0)	('>10k+', 0.0)
615A0_S37_L001_R1_001	(1.0, 5.292281498297389)	(2.0, 1.6836927733636018)	(3.0, 0.9860953461975028)	(4.0, 0.8040105940219447)	(5.0, 0.520242149073023)	(6.0, 0.38308740068104424)	(7.0, 0.5297010972379872)	(8.0, 0.4729474082482028)	(9.0, 0.340522133938706)	('>10', 10.16600454029512)	('>50', 4.055524025728339)	('>100', 20.301267499054106)	('>500', 12.504729474082483)	('>1k', 41.95989405978055)	('>5k', 0.0)	('>10k+', 0.0)
615A0_S37_L001_R2_001	(1.0, 8.257661748013621)	(2.0, 1.8066590995081349)	(3.0, 1.1279795686719636)	(4.0, 0.7756337495270527)	(5.0, 0.4138289822171774)	(6.0, 0.3688989784335982)	(7.0, 0.21519107075293228)	(8.0, 0.2648505486189936)	(9.0, 0.06384790011350738)	('>10', 3.1167234203556564)	('>50', 2.007661748013621)	('>100', 11.074063564131668)	('>500', 13.024971623155505)	('>1k', 57.48202799848657)	('>5k', 0.0)	('>10k+', 0.0)
615A14_S38_L001_R1_001	(1.0, 5.371425364128757)	(2.0, 1.8746667415036624)	(3.0, 0.9682036314652148)	(4.0, 0.8980439480257065)	(5.0, 0.5612774675160666)	(6.0, 0.4883113967389779)	(7.0, 0.7072096090702439)	(8.0, 0.33676648050964)	(9.0, 0.3283473184968989)	('>10', 8.887828698116914)	('>50', 5.264782645300705)	('>100', 21.940336205203042)	('>500', 11.610024415569837)	('>1k', 40.762776078354335)	('>5k', 0.0)	('>10k+', 0.0)
615A14_S38_L001_R2_001	(1.0, 7.445345606600623)	(2.0, 1.8073134454017343)	(3.0, 0.9092694973760279)	(4.0, 0.6061796649173519)	(5.0, 0.40692616394914827)	(6.0, 0.26941318440771195)	(7.0, 0.17680240226756097)	(8.0, 0.31431538180899726)	(9.0, 0.10102994415289199)	('>10', 1.2123593298347037)	('>50', 1.3358403726882384)	('>100', 16.403333988157044)	('>500', 20.436112592259985)	('>1k', 48.57575842617798)	('>5k', 0.0)	('>10k+', 0.0)
615B0_S39_L001_R1_001	(1.0, 5.374225420486021)	(2.0, 1.7990233873040349)	(3.0, 1.1222479225563267)	(4.0, 0.7652988377737799)	(5.0, 0.5711185356520746)	(6.0, 0.6168080185042405)	(7.0, 0.2998372312173392)	(8.0, 0.5025843113738256)	(9.0, 0.3341043433564636)	('>10', 7.912847311459494)	('>50', 4.323367314886204)	('>100', 16.61383820211885)	('>500', 32.95639509980297)	('>1k', 26.80830406350838)	('>5k', 0.0)	('>10k+', 0.0)
615B0_S39_L001_R2_001	(1.0, 7.3445843684856795)	(2.0, 1.6562437533910161)	(3.0, 1.0622804763128588)	(4.0, 0.6396527599303236)	(5.0, 0.48545075530426346)	(6.0, 0.2570033410434336)	(7.0, 0.23986978497387135)	(8.0, 0.18275793140866387)	(9.0, 0.20560267283474687)	('>10', 2.0017704674605215)	('>50', 1.9817813187126987)	('>100', 11.159656186641538)	('>500', 20.494588651874697)	('>1k', 52.288757531625684)	('>5k', 0.0)	('>10k+', 0.0)
615B14_S40_L001_R1_001	(1.0, 7.559637137417403)	(2.0, 2.1054989360510694)	(3.0, 1.3775338783738382)	(4.0, 0.8511591443610707)	(5.0, 0.7279650576772315)	(6.0, 0.8735580692126778)	(7.0, 0.5487736588643745)	(8.0, 0.6271698958449995)	(9.0, 0.6047709709933924)	('>10', 6.014111322656513)	('>50', 6.977265091275618)	('>100', 50.431179303393435)	('>500', 21.301377533878373)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
615B14_S40_L001_R2_001	(1.0, 12.319408668383918)	(2.0, 1.7023182887221413)	(3.0, 0.5711725837159817)	(4.0, 0.35838279762571396)	(5.0, 0.16799193638705343)	(6.0, 0.06719677455482137)	(7.0, 0.31358494792249975)	(8.0, 0.08959569940642849)	(9.0, 0.10079516183223207)	('>10', 4.658976369134281)	('>50', 6.2940978833016015)	('>100', 50.431179303393435)	('>500', 22.92529958561989)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
621A0_S57_L001_R1_001	(1.0, 4.85533844326892)	(2.0, 1.6571305192702148)	(3.0, 1.0039943862679477)	(4.0, 0.8204685307135917)	(5.0, 0.5802655727086257)	(6.0, 0.4534168196048796)	(7.0, 0.5856633919896362)	(8.0, 0.43182554248083777)	(9.0, 0.5100939220554896)	('>10', 7.103530173809782)	('>50', 4.320954334448883)	('>100', 12.4743603584152)	('>500', 16.228543668357982)	('>1k', 48.974414336608014)	('>5k', 0.0)	('>10k+', 0.0)
621A0_S57_L001_R2_001	(1.0, 7.084637806326244)	(2.0, 1.71650653136133)	(3.0, 0.8987369102882435)	(4.0, 0.766490337903487)	(5.0, 0.45881463888589014)	(6.0, 0.37244953038972256)	(7.0, 0.4912015545719529)	(8.0, 0.2590953254885026)	(9.0, 0.12145093382273561)	('>10', 2.5234805138723955)	('>50', 1.349454820252618)	('>100', 3.9754939004642122)	('>500', 18.43895066393177)	('>1k', 61.54323653244089)	('>5k', 0.0)	('>10k+', 0.0)
621A14_S58_L001_R1_001	(1.0, 5.863310440807188)	(2.0, 1.863673494085257)	(3.0, 0.9711675188333888)	(4.0, 0.8955314192357727)	(5.0, 0.7866154358152059)	(6.0, 0.3085952863582731)	(7.0, 0.6353432366199739)	(8.0, 0.5082745892959791)	(9.0, 0.49012192539255134)	('>10', 7.1703022418539915)	('>50', 7.624118839439688)	('>100', 26.642059722264243)	('>500', 11.744773545517804)	('>1k', 34.49611230448068)	('>5k', 0.0)	('>10k+', 0.0)
621A14_S58_L001_R2_001	(1.0, 8.09608810092881)	(2.0, 1.9241823737633497)	(3.0, 1.0256255105436722)	(4.0, 0.5808852449096905)	(5.0, 0.39330771790760294)	(6.0, 0.29044262245484526)	(7.0, 0.12706864732399478)	(8.0, 0.2662390705836082)	(9.0, 0.08168698756542522)	('>10', 2.447584182978852)	('>50', 0.3539769461168426)	('>100', 14.482800350951502)	('>500', 21.17508244334856)	('>1k', 48.75502980062324)	('>5k', 0.0)	('>10k+', 0.0)
621B0_S59_L001_R1_001	(1.0, 5.268152320313456)	(2.0, 1.8978817191135053)	(3.0, 0.9826129545732827)	(4.0, 0.722419493081915)	(5.0, 0.6734419003305988)	(6.0, 0.6244643075792824)	(7.0, 0.5785478143749235)	(8.0, 0.5142647238888209)	(9.0, 0.30304885514876945)	('>10', 8.17619688992286)	('>50', 5.855883433329252)	('>100', 17.833965960573035)	('>500', 18.773723521488918)	('>1k', 37.79539610628137)	('>5k', 0.0)	('>10k+', 0.0)
621B0_S59_L001_R2_001	(1.0, 8.182319089016774)	(2.0, 2.026447900085711)	(3.0, 1.1754622260315906)	(4.0, 0.5387535202644791)	(5.0, 0.47447042977837633)	(6.0, 0.29386555650789764)	(7.0, 0.12856618097220524)	(8.0, 0.12244398187829068)	(9.0, 0.08264968776784622)	('>10', 2.421329741643198)	('>50', 0.8601689726949919)	('>100', 11.206685441410555)	('>500', 21.64197379698788)	('>1k', 50.8448634749602)	('>5k', 0.0)	('>10k+', 0.0)
621B14_S60_L001_R1_001	(1.0, 5.112711333750783)	(2.0, 1.7094552285535378)	(3.0, 0.9862241703193488)	(4.0, 0.73888541014402)	(5.0, 0.6731371321227302)	(6.0, 0.638697557921102)	(7.0, 0.5479023168440826)	(8.0, 0.5009392611145899)	(9.0, 0.22542266750156542)	('>10', 7.385723231058234)	('>50', 5.231684408265498)	('>100', 18.033813400125233)	('>500', 22.582968065122103)	('>1k', 35.63243581715717)	('>5k', 0.0)	('>10k+', 0.0)
621B14_S60_L001_R2_001	(1.0, 8.249843456480901)	(2.0, 1.928616155291171)	(3.0, 1.2680025046963057)	(4.0, 0.5886036318096431)	(5.0, 0.4226675015654352)	(6.0, 0.28177833437695676)	(7.0, 0.13149655604257984)	(8.0, 0.07514088916718849)	(9.0, 0.22542266750156542)	('>10', 2.78334376956794)	('>50', 1.1427676894176582)	('>100', 7.06011271133375)	('>500', 21.487163431433938)	('>1k', 54.35504070131496)	('>5k', 0.0)	('>10k+', 0.0)
622A0_S61_L001_R1_001	(1.0, 4.8960750681061445)	(2.0, 1.5386943799818384)	(3.0, 1.044294218545051)	(4.0, 0.8071839370396529)	(5.0, 0.5297144586822723)	(6.0, 0.3935021693068308)	(7.0, 0.33548582383210573)	(8.0, 0.34305317324185247)	(9.0, 0.2724245787508829)	('>10', 8.356876198163658)	('>50', 6.354051054384017)	('>100', 21.23398244374937)	('>500', 5.5115528200988795)	('>1k', 34.37090101906972)	('>5k', 14.012208657047726)	('>10k+', 0.0)
622A0_S61_L001_R2_001	(1.0, 7.577439208959742)	(2.0, 1.6749066693572796)	(3.0, 0.9610533750378368)	(4.0, 0.6154777519927354)	(5.0, 0.44142871556856017)	(6.0, 0.40863686812632427)	(7.0, 0.24720008071839372)	(8.0, 0.2017959842599132)	(9.0, 0.11351024114620119)	('>10', 2.7923519321965493)	('>50', 2.2172333770557966)	('>100', 8.957219251336898)	('>500', 9.179194834022802)	('>1k', 64.61255171022097)	('>5k', 0.0)	('>10k+', 0.0)
622A14_S62_L001_R1_001	(1.0, 7.79774475036857)	(2.0, 2.374785830975814)	(3.0, 1.2312228553213531)	(4.0, 0.9403514364266644)	(5.0, 0.5777582978045185)	(6.0, 0.7650316770928797)	(7.0, 0.5299438179862135)	(8.0, 0.38251583854643983)	(9.0, 0.39446945850101606)	('>10', 12.82224967127545)	('>50', 16.46013467745149)	('>100', 26.56891261903813)	('>500', 15.432123361357931)	('>1k', 13.72275570785353)	('>5k', 0.0)	('>10k+', 0.0)
622A14_S62_L001_R2_001	(1.0, 9.017013985735346)	(2.0, 1.7531975933378492)	(3.0, 1.0399649360481333)	(4.0, 0.5100211180619197)	(5.0, 0.617603697653106)	(6.0, 0.26297963900067733)	(7.0, 0.22313423915208988)	(8.0, 0.25501055903095987)	(9.0, 0.3227477387735586)	('>10', 2.279156871339204)	('>50', 2.147667051838865)	('>100', 24.99103478503407)	('>500', 20.43272104235566)	('>1k', 36.14774674263857)	('>5k', 0.0)	('>10k+', 0.0)
622B0_S63_L001_R1_001	(1.0, 7.204725980920449)	(2.0, 2.07559972857542)	(3.0, 1.2932582924200695)	(4.0, 1.069732167804255)	(5.0, 0.9779267951941882)	(6.0, 0.7424260567596694)	(7.0, 0.6426376082704666)	(8.0, 0.6705783738474435)	(9.0, 0.3233145731050174)	('>10', 13.43152516664671)	('>50', 11.571468486807968)	('>100', 35.15347463377639)	('>500', 9.567716441144773)	('>1k', 15.275615694727179)	('>5k', 0.0)	('>10k+', 0.0)
622B0_S63_L001_R2_001	(1.0, 8.713527322077198)	(2.0, 1.7882089969265158)	(3.0, 0.862172194946713)	(4.0, 0.7025106773639883)	(5.0, 0.45902686305033336)	(6.0, 0.40713686983594777)	(7.0, 0.2514668901927913)	(8.0, 0.19159382109926953)	(9.0, 0.21554304873667826)	('>10', 4.721989382509081)	('>50', 5.632060032730611)	('>100', 17.32726619566519)	('>500', 18.13355685945795)	('>1k', 40.59394084540774)	('>5k', 0.0)	('>10k+', 0.0)
622B14_S64_L001_R1_001	(1.0, 7.387466902030009)	(2.0, 2.144748455428067)	(3.0, 1.2842012356575463)	(4.0, 0.8649602824360105)	(5.0, 0.6840247131509267)	(6.0, 0.6619593998234775)	(7.0, 0.5251544571932921)	(8.0, 0.6001765225066196)	(9.0, 0.4766107678729038)	('>10', 15.114739629302736)	('>50', 9.580759046778464)	('>100', 20.097087378640776)	('>500', 20.052956751985878)	('>1k', 20.525154457193292)	('>5k', 0.0)	('>10k+', 0.0)
622B14_S64_L001_R2_001	(1.0, 9.492497793468667)	(2.0, 1.7563989408649603)	(3.0, 1.1518093556928508)	(4.0, 0.5825242718446602)	(5.0, 0.5075022065313328)	(6.0, 0.4766107678729038)	(7.0, 0.33980582524271846)	(8.0, 0.3177405119152692)	(9.0, 0.2383053839364519)	('>10', 2.5066195939982348)	('>50', 1.3857016769638129)	('>100', 20.953221535745808)	('>500', 21.112091791703442)	('>1k', 39.17917034421889)	('>5k', 0.0)	('>10k+', 0.0)
639A0_S81_L001_R1_001	(1.0, 5.455393223500155)	(2.0, 1.7469692259869445)	(3.0, 1.0817531861983214)	(4.0, 0.9449797948399129)	(5.0, 0.6527820951196768)	(6.0, 0.5781784271059994)	(7.0, 0.3699098539011501)	(8.0, 0.3978862294062791)	(9.0, 0.36369288156667706)	('>10', 9.216661485856388)	('>50', 4.376748523469071)	('>100', 29.959589679825925)	('>500', 19.97513211066211)	('>1k', 24.880323282561392)	('>5k', 0.0)	('>10k+', 0.0)
639A0_S81_L001_R2_001	(1.0, 8.246813801678583)	(2.0, 1.7967050046627293)	(3.0, 1.0164749766863537)	(4.0, 0.6341311781162573)	(5.0, 0.3574759092322039)	(6.0, 0.31706558905812865)	(7.0, 0.28287224121852655)	(8.0, 0.12433944668946223)	(9.0, 0.11190550202051601)	('>10', 3.4410941871308673)	('>50', 1.9396953683556108)	('>100', 18.616723655579733)	('>500', 24.50419645632577)	('>1k', 38.61050668324526)	('>5k', 0.0)	('>10k+', 0.0)
639B14_S84_L001_R1_001	(1.0, 5.920175906183369)	(2.0, 1.8989872068230278)	(3.0, 1.0294509594882728)	(4.0, 0.7995735607675907)	(5.0, 0.816231343283582)	(6.0, 0.4797441364605544)	(7.0, 0.46641791044776115)	(8.0, 0.4797441364605544)	(9.0, 0.5397121535181236)	('>10', 9.305037313432836)	('>50', 7.316098081023455)	('>100', 22.10487739872068)	('>500', 26.805703624733475)	('>1k', 22.038246268656717)	('>5k', 0.0)	('>10k+', 0.0)
639B14_S84_L001_R2_001	(1.0, 8.47547974413646)	(2.0, 1.7923773987206824)	(3.0, 1.0894189765458422)	(4.0, 0.7862473347547975)	(5.0, 0.43310234541577824)	(6.0, 0.19989339019189767)	(7.0, 0.396455223880597)	(8.0, 0.15991471215351813)	(9.0, 0.1199360341151386)	('>10', 3.251599147121535)	('>50', 2.751865671641791)	('>100', 9.45495735607676)	('>500', 20.205890191897655)	('>1k', 50.882862473347544)	('>5k', 0.0)	('>10k+', 0.0)
640A0_S85_L001_R1_001	(1.0, 5.684598744636335)	(2.0, 1.7872974218943936)	(3.0, 1.3723890918117665)	(4.0, 0.9362034114684917)	(5.0, 0.6383205078194262)	(6.0, 0.5957658072981311)	(7.0, 0.6454129579063088)	(8.0, 0.6241356076456612)	(9.0, 0.3191602539097131)	('>10', 11.078407035710486)	('>50', 6.71655023227774)	('>100', 12.819603532040144)	('>500', 5.549842192985567)	('>1k', 51.23231320259583)	('>5k', 0.0)	('>10k+', 0.0)
640A0_S85_L001_R2_001	(1.0, 8.181141175218979)	(2.0, 1.8865917231107487)	(3.0, 1.106422213553672)	(4.0, 0.6241356076456612)	(5.0, 0.39008475477853827)	(6.0, 0.38299230469165574)	(7.0, 0.2234121777367992)	(8.0, 0.1702188020851803)	(9.0, 0.09574807617291393)	('>10', 3.6419731196141703)	('>50', 1.5106918685059754)	('>100', 10.854994857973688)	('>500', 31.678428313060746)	('>1k', 39.25316500585127)	('>5k', 0.0)	('>10k+', 0.0)
640A14_S86_L001_R1_001	(1.0, 5.590412407472682)	(2.0, 1.6566795911173775)	(3.0, 1.2689460697920338)	(4.0, 0.662671836446951)	(5.0, 0.7049700387733522)	(6.0, 0.5710257314064152)	(7.0, 0.5675008812125485)	(8.0, 0.3101868170602749)	(9.0, 0.4758547761720127)	('>10', 10.62037363412055)	('>50', 7.060274938315121)	('>100', 12.678886147338739)	('>500', 8.026083891434615)	('>1k', 49.80613323933733)	('>5k', 0.0)	('>10k+', 0.0)
640A14_S86_L001_R2_001	(1.0, 7.500881212548467)	(2.0, 1.8470215015861828)	(3.0, 0.9940077546704266)	(4.0, 0.676771237222418)	(5.0, 0.40535777229467745)	(6.0, 0.42298202326401124)	(7.0, 0.09869580542826929)	(8.0, 0.14099400775467041)	(9.0, 0.12689460697920338)	('>10', 3.7328163553048994)	('>50', 1.0821290095170955)	('>100', 7.994360239689813)	('>500', 30.010574550581598)	('>1k', 44.96651392315826)	('>5k', 0.0)	('>10k+', 0.0)
640B0_S87_L001_R1_001	(1.0, 6.003269106939422)	(2.0, 1.892119470999059)	(3.0, 1.2927831987716083)	(4.0, 1.1095150824706523)	(5.0, 0.755361830699886)	(6.0, 0.7875575808608648)	(7.0, 0.6587745802169498)	(8.0, 0.35662984793699537)	(9.0, 0.46807667541730646)	('>10', 9.116350487889445)	('>50', 6.042894645599088)	('>100', 23.537569963841694)	('>500', 19.92421615731339)	('>1k', 28.05488137104364)	('>5k', 0.0)	('>10k+', 0.0)
640B0_S87_L001_R2_001	(1.0, 7.263856555550053)	(2.0, 1.8128683936797265)	(3.0, 0.9807320818267373)	(4.0, 0.6538213878844915)	(5.0, 0.3838724057655159)	(6.0, 0.32691069394224576)	(7.0, 0.26004259745405917)	(8.0, 0.2377532319579969)	(9.0, 0.2674723859527466)	('>10', 3.385506959235227)	('>50', 2.0159492793105156)	('>100', 10.230818762692556)	('>500', 19.961365099806823)	('>1k', 52.2190301649413)	('>5k', 0.0)	('>10k+', 0.0)
640B14_S88_L001_R1_001	(1.0, 4.89788661970266)	(2.0, 1.6933709637991956)	(3.0, 0.9933554078979534)	(4.0, 0.7733505189004201)	(5.0, 0.7111269139314207)	(6.0, 0.4133425187226382)	(7.0, 0.5133447409942443)	(8.0, 0.4444543212071379)	(9.0, 0.4400097779950665)	('>10', 8.555745683237404)	('>50', 4.664548101068912)	('>100', 17.120380452898953)	('>500', 8.313518078179515)	('>1k', 37.56972377163937)	('>5k', 12.895842129825109)	('>10k+', 0.0)
640B14_S88_L001_R2_001	(1.0, 7.55794573212738)	(2.0, 1.8000400008889088)	(3.0, 1.0400231116247027)	(4.0, 0.7733505189004201)	(5.0, 0.4666770372674948)	(6.0, 0.4000088890864241)	(7.0, 0.40445343229849556)	(8.0, 0.16000355563456967)	(9.0, 0.08000177781728483)	('>10', 3.142292050934465)	('>50', 2.026711704704549)	('>100', 6.857930176226139)	('>500', 13.495855463454742)	('>1k', 61.79470654903443)	('>5k', 0.0)	('>10k+', 0.0)
644A14_S90_L001_R1_001	(1.0, 5.8087611174668785)	(2.0, 1.8083182640144666)	(3.0, 1.1624903125807284)	(4.0, 0.9595158135586965)	(5.0, 0.5720190426984537)	(6.0, 0.6421375059969738)	(7.0, 0.5424954792043399)	(8.0, 0.6199948333763886)	(9.0, 0.3985681071705355)	('>10', 8.997305974831162)	('>50', 7.118869247518175)	('>100', 11.613831789496992)	('>500', 32.41318227110012)	('>1k', 27.342510240986083)	('>5k', 0.0)	('>10k+', 0.0)
644A14_S90_L001_R2_001	(1.0, 7.753625862641621)	(2.0, 1.682843119164483)	(3.0, 1.051776949477802)	(4.0, 0.457615234158763)	(5.0, 0.36904454367642175)	(6.0, 0.5314241428940474)	(7.0, 0.3616636528028933)	(8.0, 0.17714138096468243)	(9.0, 0.13285603572351184)	('>10', 3.2512824297892755)	('>50', 1.3617743661659962)	('>100', 14.765472192493634)	('>500', 15.94272428682142)	('>1k', 52.16075580322544)	('>5k', 0.0)	('>10k+', 0.0)
644B0_S91_L001_R1_001	(1.0, 6.440040997608473)	(2.0, 1.8927229244960713)	(3.0, 1.5066621113768364)	(4.0, 0.9702767338571916)	(5.0, 0.8370345063204646)	(6.0, 0.6559617355654254)	(7.0, 0.5022207037922788)	(8.0, 0.4646395626921763)	(9.0, 0.49197130167406905)	('>10', 9.34745473180731)	('>50', 8.852066962760507)	('>100', 32.93474547318073)	('>500', 15.715749914588315)	('>1k', 19.38845234028015)	('>5k', 0.0)	('>10k+', 0.0)
644B0_S91_L001_R2_001	(1.0, 8.67782712675094)	(2.0, 1.8722241202596517)	(3.0, 0.9634437991117184)	(4.0, 0.5466347796378545)	(5.0, 0.23915271609156133)	(6.0, 0.36897847625555175)	(7.0, 0.19132217287324907)	(8.0, 0.2733173898189272)	(9.0, 0.030748206354629316)	('>10', 2.941578407926204)	('>50', 1.7970618380594465)	('>100', 17.792962077212163)	('>500', 26.610864366245302)	('>1k', 37.6938845234028)	('>5k', 0.0)	('>10k+', 0.0)
644B14_S92_L001_R1_001	(1.0, 5.632175608347173)	(2.0, 1.913495559246155)	(3.0, 1.0614484800346595)	(4.0, 0.7942811755361397)	(5.0, 0.8123330204346885)	(6.0, 0.6498664163477507)	(7.0, 0.5812694057332659)	(8.0, 0.4910101812405228)	(9.0, 0.2599465665391003)	('>10', 8.722651454978699)	('>50', 6.538378222254313)	('>100', 17.091486749945844)	('>500', 28.969600693190845)	('>1k', 26.482056466170846)	('>5k', 0.0)	('>10k+', 0.0)
644B14_S92_L001_R2_001	(1.0, 8.30745902231208)	(2.0, 1.725756372301249)	(3.0, 1.1156040147303055)	(4.0, 0.5487760849158784)	(5.0, 0.342985053072424)	(6.0, 0.3899198498086504)	(7.0, 0.2779984114376489)	(8.0, 0.2599465665391003)	(9.0, 0.16246660408693767)	('>10', 3.076034370712687)	('>50', 2.830529280092425)	('>100', 17.726911690374756)	('>500', 12.697667701639107)	('>1k', 50.53794497797674)	('>5k', 0.0)	('>10k+', 0.0)
651A0_S105_L001_R1_001	(1.0, 3.6812940553314593)	(2.0, 1.3568023469013568)	(3.0, 0.8373059528175041)	(4.0, 0.741555637045186)	(5.0, 0.5398688016949843)	(6.0, 0.44004400440044)	(7.0, 0.3279957625392169)	(8.0, 0.3585543739559141)	(9.0, 0.23835716905023838)	('>10', 5.818359613739152)	('>50', 3.0436376971030437)	('>100', 8.432139510247321)	('>500', 6.747341400806747)	('>1k', 67.43674367436743)	('>5k', 0.0)	('>10k+', 0.0)
651A0_S105_L001_R2_001	(1.0, 6.341930489345231)	(2.0, 1.4790367925681458)	(3.0, 1.1062217332844395)	(4.0, 0.863790082711975)	(5.0, 0.6111722283339445)	(6.0, 0.42782055983376116)	(7.0, 0.385038503850385)	(8.0, 0.34225644786700893)	(9.0, 0.18335166850018336)	('>10', 2.662673674774885)	('>50', 2.069836613290959)	('>100', 2.8663977508862)	('>500', 10.008963859348897)	('>1k', 70.65150959540398)	('>5k', 0.0)	('>10k+', 0.0)
651A14_S106_L001_R1_001	(1.0, 6.118056374572474)	(2.0, 1.7985611510791366)	(3.0, 1.141054369619059)	(4.0, 0.7783936784998231)	(5.0, 0.6928883123009789)	(6.0, 0.4068876046703621)	(7.0, 0.7430121476589221)	(8.0, 0.4953414317726147)	(9.0, 0.39804222196013683)	('>10', 6.943625427526831)	('>50', 7.418327632975587)	('>100', 28.723906121004834)	('>500', 21.072650076659983)	('>1k', 23.269253449699256)	('>5k', 0.0)	('>10k+', 0.0)
651A14_S106_L001_R2_001	(1.0, 8.005071352753863)	(2.0, 1.7690765420450525)	(3.0, 1.114518221488383)	(4.0, 0.6486613987498526)	(5.0, 0.6634037032668947)	(6.0, 0.4422691355112631)	(7.0, 0.24767071588630735)	(8.0, 0.1415261233636042)	(9.0, 0.2122891850454063)	('>10', 3.712112277391202)	('>50', 4.720485906356882)	('>100', 20.008255690529545)	('>500', 20.494751739591933)	('>1k', 37.819908008019816)	('>5k', 0.0)	('>10k+', 0.0)
651B0_S107_L001_R1_001	(1.0, 4.400325742045997)	(2.0, 1.4826879335036927)	(3.0, 0.7918901463031086)	(4.0, 0.629019123304597)	(5.0, 0.6739490606834967)	(6.0, 0.5054617955126226)	(7.0, 0.5307348852882536)	(8.0, 0.202184718205049)	(9.0, 0.404369436410098)	('>10', 6.590660189267361)	('>50', 8.233411024683384)	('>100', 20.325180421779788)	('>500', 0.0)	('>1k', 55.23012552301255)	('>5k', 0.0)	('>10k+', 0.0)
651B0_S107_L001_R2_001	(1.0, 6.669287579680436)	(2.0, 1.5444665973996798)	(3.0, 0.8845581421470895)	(4.0, 0.7076465137176715)	(5.0, 0.7581926932689337)	(6.0, 0.4549156159613602)	(7.0, 0.3734801044621044)	(8.0, 0.3145095616522985)	(9.0, 0.202184718205049)	('>10', 3.900480188705737)	('>50', 6.130128331133639)	('>100', 11.79130044087501)	('>500', 0.0)	('>1k', 66.268849512791)	('>5k', 0.0)	('>10k+', 0.0)
651B14_S108_L001_R1_001	(1.0, 5.394903982664574)	(2.0, 1.651348725995666)	(3.0, 0.9751176866173503)	(4.0, 0.7322722857356347)	(5.0, 0.5417320481207503)	(6.0, 0.7397444519166106)	(7.0, 0.5230516326683106)	(8.0, 0.3586639766868415)	(9.0, 0.4707464694014795)	('>10', 6.997683628483897)	('>50', 6.971531046850482)	('>100', 26.283344541582604)	('>500', 10.819696630053052)	('>1k', 37.54016289322274)	('>5k', 0.0)	('>10k+', 0.0)
